text,score
looked shock omgg emo_neg yall deserve emo_neg,-2.3322415440417212
whenever would spend night would smoke watch movie would always end falling asleep emo_neg,-3.157158207088529
point close grand final emo_neg whyy,-2.2863242408426365
emo_neg long time,-1.523867044323079
oh must annoying evan emo_neg text give option opt,-2.839618304369043
giveaway muster good emo_neg merchs,-2.027594569605258
ah bad emo_neg,-1.515950015462839
people looking funny drinking savanna straw emo_neg,-2.4699800468089985
good bye stage emo_neg,-1.7959579164432493
ignore yester afternoon emo_neg,-1.794806802735212
ca nt sleep emo_neg someone talk,-2.2743187212572438
yeah emo_neg,-1.159858581235041
yes sadly emo_neg,-1.5155431928367813
emo_neg,-1.0
whens album coming emo_neg,-1.7987064660244632
last chocolate consumed emo_neg,-1.7786895121300308
ugh werk morning emo_neg,-1.787271123089928
foreals emo_neg wesen uwesiti mj,-2.056501782952804
catch online long enough haha annoying emo_neg,-2.499103154695439
bosen emo_neg,-1.1124152732025274
dying egg benny emo_neg,-1.797241411449577
sometimes hate emo_neg,-1.5164350842343088
baby followback huhu emo_neg,-1.8017565176532355
one cute u emo_neg,-1.528208771055418
gon na watch shit understand badly scared gt emo_neg,-2.8543849399353527
miss al katie zaz amy lot emo_neg,-2.4460288772073544
liked video sub plz emo_neg,-2.051355361982776
u make diary please emo_neg,-1.7311740732662821
sorry emo_neg,-1.1953888036761244
emo_neg nt read rehash website mushroomed good piece may exception amp reach one anyway,-3.5339132070443244
yes vicky omg emo_neg,-1.7744721957077383
wtf like lip still virgin omg mom get life youre hahah emo_neg,-3.282827872313474
ninasty tsktsk oppa wont like u call dick kawaii manly gt emo_neg,-3.143371774021844
lonely emo_neg,-1.132353519642096
ca nt go back sleep emo_neg,-2.3015298339018133
wan na go xbox netflix already comfy bed emo_neg,-2.7944557783348616
miss youu emo_neg,-1.4729601457226709
sigh feel bad girl emo_neg,-2.0629662730285663
lol love sweet potato fry emo_neg,-2.2517469718295207
guess yall ugly asf huh emo_neg,-2.2857300096380873
eish ive quit know lost twitter mojo shame n dont know get back emo_neg mara im sure help neh,-3.937759238035894
aww got fever emo_neg bad4thwin lt,-2.2715884527024404
poor bb emo_neg,-1.5083697396874298
able go emo_neg association green councillor conference weekend,-2.6492969451849566
skype account order think hacked contact sorry emo_neg creating new one soon,-3.3066984227747684
miss tweet spree oh emo_neg,-2.0210303116761965
yes na sholong reject proposal emo_neg gee u fly go gidi way pampered lagos ehn,-3.561071639058508
guess im arresting girlfriend emo_neg,-2.023413091661478
nice person idk anybody would say emo_neg,-2.49622938170474
know song disappears phone itunes lost dazed confused emo_neg,-2.827385392660955
fever emo_neg,-1.1301360051737124
think survived well find missing body fragment would nice emo_neg,-2.995706635227917
im forced go emo_neg,-1.7432628315732652
horrible weather going work emo_neg,-2.058458552862782
wish u could change emo_neg,-1.8198147865509569
walao kb never show encore emo_neg,-2.265470568175237
sending finally emo_neg,-1.488598420081939
ill worst emo_neg,-1.5089290427059283
emo_neg,-1.0
hope djderek found safe amp well many fun time gig absolute legend emo_neg,-3.4297709083716645
yeah like need wait till saturday give u homework pa emo_neg u made plan da weekend,-3.600129511670224
greek tragedy cute song emo_neg,-2.032873219829227
emo_neg,-1.0
raining today emo_neg gym,-1.7889252682288568
whats wrong emo_neg,-1.5078169192386575
oh god strucked pain cant take anymore emo_neg,-2.664852337539152
come belgium emo_neg,-1.4825937756074958
fabian delph fallen emo_neg,-1.7988686206880602
u hiding baby emo_neg,-1.479368508866337
draking silently ca nt hear emo_neg,-2.172284179343193
rest peace mo emo_neg,-1.7984002278336009
much chance game tonight emo_neg t20blast,-2.257416283125718
ahh u see u would nt wake emo_neg,-2.239079248905826
mumma im emo_neg,-1.4679561217194195
hope emo_neg,-1.1766907548712615
gon na dead tomorrow emo_pos,-2.207517825712558
emo_neg high low,-1.5079323797707225
sad pray emo_neg,-1.4953498055436196
appropriate emo_neg,-1.1124152732025274
poor emo_neg,-1.151896609125854
still awake emo_neg,-1.4941501335763956
woke upp cant sleep emo_neg,-2.031967705306592
one help emo_neg,-1.532146359548725
nt know emo_neg happy emo_neg,-1.8611044886929866
hi dm luke please emo_neg,-2.030363654010311
hey babe came across pic cant read hindi emo_neg,-2.8558099739143827
reaction emo_neg,-1.1124152732025274
emo_neg think bc im running space tbh,-2.473695441931726
wish could come see disability pension ptsd make impossible physically financially emo_neg,-3.271644767805179
rain emo_neg,-1.1508755459724427
noo broke soo amazing togheter emo_neg,-2.283413336680651
suck mean watch play around p.m time emo_neg,-2.5015231179077557
nt like emo_neg,-1.563466251961129
cant hold another week september emo_neg,-2.2754416594046356
cut encore wan na see snsd infinite interaction emo_neg,-2.8099178640333577
miss watching anna akana video emo_neg,-2.2407844372414436
askip texistes pa emo_neg,-1.794005102091972
sadly emo_neg channel owner decides region broadcast thanks kei please rate se,-3.28902945389308
dont think ever notice emo_neg still exist,-2.4633914262154075
traffic terrible emo_neg,-1.5066465469534633
eyeing small kate spade bag pero walang maganda emo_neg,-2.864474921829297
haha aw miss nt seen age emo_neg,-2.43435192213249
sigh emo_neg,-1.1395645382038984
add snapchat corinehurleigh snapchat snapchatme instagram addmeonsnapchat sfs quote kiksexting emo_neg,-2.99940992950101
bum zara trouser emo_neg,-1.7972554385007478
sushi pic tl driving craazzyy emo_neg,-2.288456492490727
effect spanish emo_neg,-1.495780867584357
aww poor thing emo_neg hope itokay good health luckely freed rock orcalove,-3.285232126784774
first tried result emo_neg,-1.805637161080867
want brace back emo_neg,-1.7676778176088073
need big cuddle lew kiss face emo_neg nt want go,-2.930005880053441
em haha emo_neg,-1.4855560701685944
craving banana crumble mcflurry fry emo_neg,-2.285757837509829
going cable car brother got scared nt want emo_neg,-2.7758228509942198
miss hello venus old concept tbh rly like want tea emo_neg,-3.117945311806773
tagal emo_neg,-1.1124152732025274
lost album broadcast point emo_neg,-2.061875572244448
awful appointment tomorrow like feel ok going since wo nt gt emo_neg,-3.274284723997892
suck want go home emo_neg,-2.0675036525236323
milk left cereal emo_neg,-1.7927867640862567
huh emo_neg yes,-1.4986627782578739
lost album broadcast emo_neg,-1.803461909917801
sad emo_neg via,-1.4953498055436198
everything emo_neg,-1.1395645382038984
follow emo_neg,-1.1863059857311131
yeah tried film date start time filming day left emo_neg,-2.9827067509077883
get one think previous one emo_neg,-1.9861521597079297
ca nt smile emo_neg,-1.746969982938756
following user nt following back emo_neg,-1.7870892978821042
got7 emo_neg,-1.1248589694285935
seems everywhere today emo_neg,-1.787750145223526
fansign take photo expensive emo_neg,-2.047170317117511
zz please nt let sun come yet emo_neg,-2.6177656301587144
bff extremely stressed ca nt anything pray emo_neg,-2.599597424108608
ahh win goodbye stage emo_neg,-2.0699331511902557
true deos nt help liverpool last week never pool though emo_neg,-3.116089472489782
yes bro lost many emo_neg,-2.0510955200612067
praying sorry happened emo_neg,-1.7840925354703763
great news thanks letting u know emo_neg hope good weekend,-2.8411635245289775
fucked emo_neg,-1.1343718918532968
self esteem lowest emo_neg,-1.7972554385007478
feel look better people ca nt see tbh look tacky emo_neg,-2.855077756032268
taken say emo_neg,-1.5080902929906486
man got lucky charm emo_neg,-2.02901506066083
haaretz israel emo_neg syria continues develop chemical weapon official tell wsj wsj rep uniteblue tcot,-3.4917466869972666
want bts merchs emo_neg,-1.751334543243275
one day emo_neg,-1.5519736539921998
taken pic mr wong confiscated art work emo_neg,-2.663358276136851
bad4thwin guy omg emo_neg,-1.795606003981993
nt thought icepack big dos pain killer board feeling painful already emo_neg whimper,-3.411641985199167
okay emo_neg,-1.1528849007032917
say man u fan emo_neg,-1.8183604897592023
emo_neg wish could say final goodbye,-2.290227910300805
senpai gt emo_neg look buttsex,-2.0214003442119783
joking headline nt friend emo_neg pls nt brk heart emo_neg,-2.706399764583921
someone hit head voice like would sound amazing could falsetto emo_neg,-3.1419436247417023
notice emo_neg,-1.1425116074957171
hate time zone emo_neg,-1.7557468940976686
snapchat leanneriner19 snapchat hornykik loveofmylife dmme pussy newmusic sexo emo_neg,-2.8378762907282464
s2 aired spain delay killing u emo_neg,-2.2842732633287945
single untruth emo_neg,-1.4953476863508202
last cross country ij amazing ca nt bear leave emo_neg,-2.93767327461458
ca nt drive emo_neg,-1.7216476041391515
little apartment like someone come live emo_neg,-2.456622496254746
soshi didnt win emo_neg butt congrats infinite bad4thwin,-2.676978097396662
working saturday sunday friday bad day emo_pos,-2.617957302089783
going home soon emo_neg,-1.8295502202915035
shoulda moved away w boy chance cause people want time like emo_neg,-3.1287623693373985
heyy wanted see yeols solo dancee emo_neg,-2.4645350835502704
inter offer nemanja vidic rom nt want either emo_neg,-2.7650672220630677
mom linguist dad computer scientist dumbest one family emo_neg,-2.8349726142774974
broken emo_neg really wanted morning ice cream pouring rain,-2.8440746821882974
would ever consider creating crash course video computer science nt many resource school emo_neg,-3.559912992472726
ice cream vehicle busy emo_neg,-2.0648144240976007
ate ayex eat youre sexy emo_neg swear eat lot chill lamon haha,-3.1043727784970963
weather scrolling contact people curved hey sigh emo_neg,-2.663081417226059
getting cement cast tomorrow emo_neg,-2.0365248175185475
shit emo_neg,-1.1528849007032917
sign emo_neg,-1.127665064183767
zayn emo_neg,-1.127665064183767
bot follow plz send mention ca nt notice emo_neg,-2.7698575216956653
jmu camp tease bc wan na emo_neg,-2.439045311197926
one sweetest thing ever said awuna mbulelo emo_neg,-2.6340166373150926
fucking bad link nt working ca nt watch match emo_neg,-2.8492949251624227
oh mr pig turning emo_neg although weird crackling noise plug coming plug thinking fuse,-3.3309575333364836
dammit tipped carlton emo_neg aflblueshawks,-2.057175358448689
miss emo_neg,-1.214767210592236
go bed emo_neg,-1.4922594824618627
want go alex house emo_neg,-2.015463081229155
true part motorsport series one discemo_neg,-2.403811942087739
want right followed cheeky j instead got seo nls getting emo_neg,-2.9532401767843592
sure sorry emo_neg x,-1.5163898377119545
hey bud christy really sick ca nt leave home emo_neg xo thanks man,-3.3835395336919736
niece better summer emo_neg,-1.7891098026844872
wanted bloody sandwhich emo_neg,-1.791466691405724
emo_neg,-1.0
buset emo_neg,-1.1124152732025274
discrimination emo_neg five thing learned pregnancy discrimination today left foot f uniteblue tcot,-2.9946971632711312
discrimination emo_neg maternity discrimination needed bos kicked teeth uniteblue tcot,-2.7186275799630226
domesticviolence emo_neg proposed new law help domestic violence victim victim uniteblue vaw emo_neg,-3.0402860391878055
missed emo_neg okay lol nothing,-2.075360601028458
exactly unfortunately emo_neg,-1.5020256484154202
stressful upsetting day yesterday uk government suck emo_neg,-2.653064013101986
ugh well could still say lucky sapiosexual emo_neg,-2.6526586758472464
aww bad emo_neg,-1.5324187716997317
ive trying play damn beta like hour emo_neg,-2.67266738291424
nt want world hulk hogan scrubbed wwe history emo_neg,-2.7643428716606793
im tired emo_neg,-1.5327253711685014
weather nt making want go gym emo_neg,-2.426361271904476
link nt work emo_neg,-1.7542347096582855
irene seemed sad making mistake emo_neg,-2.2560218249656696
naa unfortunately nt phone emo_neg,-1.9809322150541298
sold emo_neg,-1.127665064183767
hate u gt lt gt emo_neg h_my_king,-1.9906416395965596
lose emo_neg,-1.1248589694285935
valentine et al found rships btwn comment amp certain discipline incl european langs lit education emo_neg fresherstofinals,-4.006634718515884
notice emo_neg hopeless,-1.4911018560838583
dream gettin realistic liking thx cant tell whats real n isnt emo_neg,-3.1740287854411324
either would prefer benzema wo nt get though emo_neg,-2.7725261113552655
hahahahahaah donno korean language emo_neg russian waa,-2.495083356105189
emo_neg eidwithgrofers,-1.1124152732025274
someone talk boredd emo_neg,-1.7797400282047866
nt hate get called mug piss gt emo_neg,-2.5891952686172495
miss know care emo_neg,-1.792206188319761
ca nt nt option phone emo_neg,-2.0356183608869074
love tiddler really silly emo_neg least getting real new card like hour,-3.2847926658353463
emo_neg well suck,-1.5237967920832303
infinite win emo_neg,-1.514692542358576
sure chorong leader ca nt sure anymore emo_neg,-2.3038421560870983
clan slot open emo_neg,-1.794005102091972
pff private bugbounty finding selfxss host header poisoning emo_neg need code execution ktksbye,-3.4706142979759917
connect leaf company nt alert emo_neg,-2.2075064203547115
cancelled ice cream uber order everyone else office got emo_neg,-3.0148535414971316
ahahah consider petite love hate relationship height emo_neg,-2.640794179045759
cost get security alert odoo odoo partner far community spirit emo_neg,-2.840899589165361
jgh emo_neg im effin tired,-2.0144677579774326
facebook u work u facebook emo_neg,-1.3169354611514996
one emo_neg,-1.1936218629796216
unfortunately emo_neg sorry,-1.5056584923402396
anyone else show box working emo_posemo_posemo_posemo_pos,-2.4337882553594463
ap wo nt anymore emo_neg,-1.9787413524237336
story life love london ca nt imagine living elsewhere gon na happen someday emo_neg space,-3.6520015686212215
oh ben emo_neg terrible please provide u name branch visited would like address concern,-3.3998429723948793
poor guy emo_neg,-1.525365581282095
feel pain like welsh pod emo_neg,-2.2195528887834786
ca nt wait movie come emo_neg,-2.254066337912382
hi julie sorry feel way emo_neg whats happened,-2.6478493868649453
cant emo_neg im still inside train station waiting person home another hour away,-3.462980983214653
anymore emo_neg,-1.1451644108149615
people need talkkama hawako around emo_pos waa kimaani priss,-2.936836038133127
baggage claim final goodbye new plane friend emo_neg,-2.6681693550483945
miss niamh havent seen forever emo_neg,-2.246576397855843
yeah screwed emo_neg time thought something good good,-2.4229689657507345
emo_neg,-1.0
hmm always much sugar rarely make sorry could nt help emo_neg,-3.0919051015475882
literally time watch paper town emo_neg,-2.279489513972256
score stuck work emo_neg,-1.7797394425683732
agh keep cutting middle undercoverboss emo_neg,-2.270392537815692
please please come back wwe emo_neg,-2.020412753645202
around train delayed emo_neg,-1.7971755269917158
full time job mean gon na part time fun emo_neg,-2.822479600726976
cat forgotten hate emo_neg,-1.795833896979345
know long played hour emo_neg,-2.0424636356075117
u already emo_neg,-1.1621431235363473
yep emo_neg,-1.117606391946805
must video stop tho emo_neg,-2.0718080893251525
wisdom teeth giving much ache emo_neg,-2.2547509102469765
one emo_neg,-1.1936218629796216
wrist feel naked bc forgot watch amp bracelet emo_neg,-2.818425911336001
ligo na emo_neg,-1.4461368385262139
day dozen parent child killed baby shark selfie emo_neg,-2.828558063788609
heartache emo_neg,-1.1124152732025274
nt think emo_neg zayniscomingback,-1.7272976900050114
little mix coming sweden tomorrow ca nt see emo_neg im sad,-3.0871657883221837
heart breathing moment time find word say leave today emo_neg,-3.002493813148328
elmhurst fc emo_neg always etid,-2.032724095373039
miss chillinwith emo_neg,-1.4330331821791935
forget job sorry father emo_neg,-2.030390577068192
istanya going2supply extra infrastructure teacher doctor nurse paramedic amp countless things2cope gt emo_neg,-3.4569440305804138
liked video pasha cry terrible donate emo_neg,-2.4777190402636213
bored plea arianator talk emo_neg,-2.044907038593488
lmao hahahaha slr jgh school emo_neg,-2.279920630024155
live streaming suck emo_neg,-1.795603356250158
kendall kylie killing kylie snapchat emo_neg,-1.8831545579517202
absolute world close seeing show manila emo_neg cried fucking hard time,-3.1702302979900865
jeebus reabsorbtion tooth abscess threatening affect lovely front crown emo_neg oouch,-3.193775761444381
oh barney emo_neg,-1.4634429045758677
awh emo_neg nice,-1.4966379510891112
sometimes like yo follow someone day later realise problematic fuck life emo_neg,-3.28678905152252
didnt expect omg face emo_neg im proud infinite,-2.667353481295322
day mess emo_neg,-1.4546784007554672
miss maa emo_neg nt ever tell going like without,-2.775041879838496
help emo_neg,-1.1621431235363473
bangalore emo_neg,-1.1124152732025274
aww emo_neg least u never got called luis manzano tho,-2.8246701350908268
thanks shaa miss u super emo_neg,-1.9888276271477072
nt get win emo_neg,-1.7787957770134786
meeting convener emo_neg looking forward,-2.0491107810423994
party last night shame could nt go emo_neg would lovely seen x,-3.144082345463075
delete emo_neg,-1.1215854085596515
turkey bombing isi syria allow usa use one airfield jet emo_neg,-3.16406348983543
want jack follow bad nt want annoying spamming emo_neg soo follow please,-2.911566304595783
mommy manila seen emo_neg,-1.802653234792102
reason always always overweight sigeg habhab emo_neg masud pa kaha ko akong,-3.1742070266996305
yes thank u oh damn hella suck emo_neg least u really good time matter,-3.310081433657743
pala omg hahaha driving lesson emo_neg,-2.265410744565499
aw wan na go see dolphin emo_neg cute xx,-2.819651787043872
holy fuck u okay text u need anythin emo_neg,-2.4596181180755523
miss emo_neg,-1.214767210592236
zayniscomingbackonjuly26 see trend radio next sing see emo_neg,-2.4656842139511475
beware agonising thought experiment ahead emo_neg,-2.2720463234662764
last time funeral funeral modimo ho tseba wena fela emo_neg feeling emotional,-3.0129029948005677
wrong emo_neg,-1.154772795028272
emo_neg hubby delighted return home lol,-2.259349923236817
sad girl oh nt win emo_neg,-2.2576742639297995
want something new damn bill emo_neg,-2.2691911507626195
nowt worse sad looking willy emo_neg,-2.247492064582266
sad moment gon vomit emo_neg,-2.0230791919784945
famous bowl emo_neg,-1.495780867584357
cute emo_neg,-1.1582475500071892
devastating find last night titan ae never actually good emo_neg,-2.9797025742935235
mark followback emo_neg,-1.4994159433245433
omg beautiful miss soo much emo_neg,-2.265841432680916
miss much emo_neg xx,-1.811007285286243
used nice hair emo_neg look shiny long wavy im emo,-2.9956474602219143
fun germany emo_neg ca nt,-1.9796089377603059
make tea load shedding like ha.a bheyps ayemso hacked emo_neg,-2.9853170113678176
left ear swelling emo_neg,-1.788854438422221
read sm quote fb remind abt sm missing much emo_neg,-2.6999860471893222
everyone going womad emo_neg,-1.7757711046602238
wut hell ca nt sleep gt emo_neg,-2.402394166289896
vicious circle nt emo_neg x,-1.697438594567271
surprise emo_neg,-1.1215854085596515
win ticket cody simpson concert singapore august spinorbinmusicxcodysimpson pls pls emo_neg,-2.9822502581485963
sorry poo emo_neg,-1.4513762643022374
sorry na bh3s emo_neg,-1.7346671336755255
project want enter pitchwars may work emo_neg first chap mine phone call transcript ugh,-3.573506151015601
apma emo_neg,-1.1124152732025274
bad shoulder started hurt like bitch emo_neg day away competition hope fine time,-3.423922420675614
okay feel happens timw emo_neg,-2.0284184413734363
nt make acc feel bad emo_neg rude,-2.4361091396255423
emo_neg suck try vitamin e oil massage everyday make healthier easier stretch,-3.16480351026741
hell going wrong emo_neg nt understand people choose hurt,-2.819137064724653
nt know blockjam since schedule whacked right emo_neg,-2.5907250758062617
wish could emo_neg,-1.5400904980606531
guy add kik thelock76 kik kiksexting sex omegle couple travel hotgirls emo_neg,-3.1335633763419244
valentine et al found relationship comment amp certain discipline incl european language lit education emo_neg,-3.7537844385654786
ghantay say light nai hay emo_neg,-2.270332099451726
still wo nt work emo_neg,-2.0561915251391025
rejection reason people deny really feel emo_neg,-2.4310346971573322
weather ruining everything emo_neg,-1.7898199180676542
laguna emo_neg,-1.1124152732025274
feeling sick emo_neg,-1.529159030339228
emo_neg exit gomen,-1.4939797476624552
heck fair grew half inch two year emo_neg,-2.6772526791717315
woke feeling sick emo_neg,-1.8174772850114316
wish cut hair like emo_neg,-2.048440241517925
problem uk nt emo_neg,-1.730171173263796
suuper sick emo_neg fever got way worse emo_neg,-2.513923462098238
right emo_neg,-1.1621431235363473
digital sale bad feeling emo_neg,-2.0497189223460524
use anyones netflix account inactive wan na watch orphan black emo_neg,-3.1472731211941327
havent seen earlier emo_neg,-1.8097005321741184
whaat emo_neg,-1.117606391946805
yes baby kaya sorry emo_neg,-2.0309174140931363
naan pa goodbye stage emo_neg,-2.0544769598534494
music keep pausing randomly app open emo_neg,-2.4812356176570254
walk inglewood umm bad idea emo_neg ugh stupid anxiety,-2.84501561508931
easy emo_neg,-1.127665064183767
belgium emo_neg,-1.117606391946805
one ready week also charcoal one wont ready til midend aug emo_neg,-2.925496265114143
noo heard news emo_neg,-1.8034083394603981
rip rodfanta emo_neg,-1.4955275580296117
wish better word emo_neg,-1.810576971074202
yes wasp sting averted bug mean emo_neg,-2.465336581590911
u feel emo_negemo_pos exo,-1.687390701957427
please nt leave emo_neg,-1.7657672784847014
feel seekly emo_neg,-1.4596295188347592
shocking news emo_neg riptito,-1.7907996552332417
ca nt see sorry call manbearpig see sorry emo_neg,-2.357216922657743
grow shorter pls emo_neg,-1.7869945295130514
academic emo_neg,-1.1124152732025274
want free ice cream emo_neg,-2.0569252522022645
exclusive germany unfair emo_neg esp regarding current bleak german chart situation still entry even top pfft,-3.8649853115733026
later feel place emo_neg,-1.7992819908782276
white washed dude polaroid effect emo_neg,-2.283656238760027
feel bad talking emo_neg,-1.7996804491462857
newbethvideo love soo much live greece dont think gon na win emo_neg always hope lt,-3.7017059723519252
haha know right emo_neg need good talking xur,-2.651440988950573
imy emo_neg,-1.1215854085596515
nt even know going emo_neg fill please soon babe xoxoxo,-2.9211364299670284
raining emo_neg make sure get picture soon,-2.485267837600717
want cereal bad nt gt emo_neg,-2.2087374755489675
got home lost one stud earring emo_neg,-2.4385354262014762
miss massage emo_neg,-1.4678664110223827
kik guy hunde6 kik kikhorny tagsforlikes skype kikchat amazon kikhorny emo_neg,-2.737778701971966
lost emo_neg,-1.1464008493768383
yach telat huvvft emo_neg,-1.7972554385007478
year since zoo fieldtrips time touch emo_neg,-2.4470687597996488
wanted hug watching emo_neg,-1.816620780906965
missed following spree emo_neg next time though x,-2.4725487100949644
still hoping emo_neg zayniscomingbackonjuly26,-1.8018752752754337
aww emo_neg kaya yan think positive,-2.2540831261280156
miss king future bos rain emo_neg,-2.2401325519067767
want watch movie listen sizwe eat write assignment time ca nt emo_neg,-3.2435889234559965
miss emo_neg,-1.214767210592236
time day result km emo_neg,-2.007763380496481
four shift left heart broken emo_neg,-2.282300257273756
aahh emo_neg pm feel like dying boredom,-2.4385394916110075
